package	version	architecture	source	package_url	size	sha256	requested_by
cargo	1.75.0+dfsg0ubuntu1-0ubuntu7.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rustc/cargo_1.75.0%2bdfsg0ubuntu1-0ubuntu7.4_amd64.deb	6217364	ac1581b32e9d94697e6f52238c8299def2fd2c21a3a7e64b4372152e620a3907	apt-closure
ccache	4.9.1-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/c/ccache/ccache_4.9.1-1_amd64.deb	591638	d76d042ad067648c03597a3a809544439861e2ed02224c9760f90c60f1735a65	apt-closure
clang	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/clang_18.0-59%7eexp2_amd64.deb	5846	54de2f039144ab5f3f8324bdec766023cc27c1e22b66998c841e863234764119	apt-closure
cloud-image-utils	0.33-1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cloud-utils/cloud-image-utils_0.33-1_all.deb	19566	c4203167b5f2ccc8d7e2ff66f6ed5bb55d1ce467511d27732b91e1389e15cd9e	apt-closure
cloud-init	26.1-0ubuntu1~24.04.1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cloud-init/cloud-init_26.1-0ubuntu1%7e24.04.1_all.deb	629412	1cb0b11bcaf4d6578b45c86ccfc0b2ee28b7b233f0d6e7a3d1a35f615c8f9de8	apt-closure
cmake	3.28.3-1build7	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cmake/cmake_3.28.3-1build7_amd64.deb	11190006	4b0a7f8c0daf27b26b46997d994ae5d1ee7a3d11dfcda9f7627bb1462c162295	apt-closure
containerd	2.2.1-0ubuntu1~24.04.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/containerd-app/containerd_2.2.1-0ubuntu1%7e24.04.3_amd64.deb	28145484	459a0184cc631c17eb4a625392f749fa753627b4ddba196919e0666a6206d92a	apt-closure
coreutils	9.4-3ubuntu6.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/coreutils/coreutils_9.4-3ubuntu6.2_amd64.deb	1411666	d623abbb182acfead9d6352252e687674b6e5b3b79d42aa1324b08a3a6e1131b	apt-closure
cpio	2.15+dfsg-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cpio/cpio_2.15%2bdfsg-1ubuntu2_amd64.deb	82668	b3c7bb97baf1a5dabe0c672ebdc94724bdcd7251790152cfa4314efda5696817	apt-closure
curl	8.5.0-2ubuntu10.11	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/curl/curl_8.5.0-2ubuntu10.11_amd64.deb	226398	c44c90bf869c9fadb12015afb65178c0346ecb3b88ac1a78b40addadf874c45b	apt-closure
debootstrap	1.0.134ubuntu1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/d/debootstrap/debootstrap_1.0.134ubuntu1_all.deb	48024	7f4a2ce84831f7219ca2bc51184d9e2ba859b309953a93b4765371e0ae4102e5	apt-closure
default-jdk	2:1.21-75+exp1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/java-common/default-jdk_1.21-75%2bexp1_amd64.deb	926	cf1ead1249724ee34041412010eda98677c5962905dbab71dc5a619d943d3216	apt-closure
dnsutils	1:9.18.39-0ubuntu0.24.04.5	all	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/b/bind9/dnsutils_9.18.39-0ubuntu0.24.04.5_all.deb	3686	8678685cb44510183516fc018c0d0656cb2b4b8b797d0a22c1bf6e64b036977e	apt-closure
docker-buildx	0.30.1-0ubuntu1~24.04.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/d/docker-buildx/docker-buildx_0.30.1-0ubuntu1%7e24.04.1_amd64.deb	16802158	30723359cf4825afa5ac2087cf5833163f80fb74802bc32e0ed6c9efc13e4b3c	apt-closure
docker-compose-v2	2.40.3+ds1-0ubuntu1~24.04.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/d/docker-compose-v2/docker-compose-v2_2.40.3%2bds1-0ubuntu1%7e24.04.1_amd64.deb	14788638	192f3df16d0c832e1cbf2362889da56522267835cfb19541241b3dd0ed964039	apt-closure
docker.io	29.1.3-0ubuntu3~24.04.2	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/d/docker.io-app/docker.io_29.1.3-0ubuntu3%7e24.04.2_amd64.deb	35558504	bd5c22d42d4ce3021958b7a8d627701597f61a1a9867ba83fe3c841f04991e3a	apt-closure
dosfstools	4.2-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/d/dosfstools/dosfstools_4.2-1.1build1_amd64.deb	86256	ace1ecc42b4d842f8e7a931933824a626dcdb7d4916470833f330ccad82afd63	apt-closure
emscripten	3.1.6~dfsg-7	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/emscripten/emscripten_3.1.6%7edfsg-7_all.deb	93235030	b3583e5659616bdd3dceac5cd6835fb63374a0dc661d7788c0e2bd7bff25656e	apt-closure
ethtool	1:6.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/ethtool/ethtool_6.7-1build1_amd64.deb	228510	b0f36f1da7a0438aac6e537453dc1a3c817b1b88e49230ed25943a94b73aa226	apt-closure
ffmpeg	7:6.1.1-3ubuntu5	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/ffmpeg/ffmpeg_6.1.1-3ubuntu5_amd64.deb	1878920	1a23baace5f2688a47e28119aedae6993cd638e6279a7227dfc52d9a337a1c17	apt-closure
file	1:5.45-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/file/file_5.45-3build1_amd64.deb	22042	17dae1d6e803d0304e318f451c8abf62cbd5bb2a0068300cdeea77c62075b895	apt-closure
findutils	4.9.0-5build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/findutils/findutils_4.9.0-5build1_amd64.deb	298296	96490acdee09245bb47ff4684dc59a7ac3b29619da868ef3e9d8323c61a02ac4	apt-closure
g++	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/g%2b%2b_13.2.0-7ubuntu1_amd64.deb	1100	800a84b369c64b18d65f0fb5c1533de0446c880ee4f1cadad64e3363327f63f0	apt-closure
g++-aarch64-linux-gnu	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/g%2b%2b-aarch64-linux-gnu_13.2.0-7ubuntu1_amd64.deb	962	c90c0c5f16aae31fbb62c1bd194cc68949ac6044959ea9556305cdab40bd27e3	apt-closure
g++-arm-linux-gnueabihf	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/g%2b%2b-arm-linux-gnueabihf_13.2.0-7ubuntu1_amd64.deb	968	057a97635e997e9cf67538a227775dac01d791bcd9d6b56ccd8ac78124d062be	apt-closure
g++-riscv64-linux-gnu	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/g%2b%2b-riscv64-linux-gnu_13.2.0-7ubuntu1_amd64.deb	962	9b6b3a2d65981d9418c5e00ce21804db39ac25a22b6c2b57d3a14764b5915ade	apt-closure
gawk	1:5.2.1-2ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gawk/gawk_5.2.1-2ubuntu0.1_amd64.deb	463234	baaf6853bea746485bff4ae0e506599b3c5093ebe6ec9b9584e4272f94f75b93	apt-closure
gcc	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gcc_13.2.0-7ubuntu1_amd64.deb	5018	0e0bb8b25153ed1c44ab92bc219eed469fcb5820c5c0bc6454b2fd366a33d3ee	apt-closure
gcc-aarch64-linux-gnu	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gcc-aarch64-linux-gnu_13.2.0-7ubuntu1_amd64.deb	1210	4e6c8886c95e5dc4a96e092e5431bbd3c1a2a265cd388a65599fe8d15fbe712a	apt-closure
gcc-arm-linux-gnueabihf	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gcc-arm-linux-gnueabihf_13.2.0-7ubuntu1_amd64.deb	1230	d8628ea40a408311dd3ecabad1965e1775f47a1889fca888b07f10107381dabb	apt-closure
gcc-riscv64-linux-gnu	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gcc-riscv64-linux-gnu_13.2.0-7ubuntu1_amd64.deb	1212	266cbd448a1e59381db165d2d55afb0c8a6745cf94d54522f5857d698d5db17f	apt-closure
gdal-bin	3.8.4+dfsg-3ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdal/gdal-bin_3.8.4%2bdfsg-3ubuntu3_amd64.deb	276824	0d6e4cde1cb5574b16ae912d1b921abc140c6845a5dfe295f677fc3d6048de30	apt-closure
gdb	15.1-1ubuntu1~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdb/gdb_15.1-1ubuntu1%7e24.04.1_amd64.deb	4082912	7069c23ce3bc350646498e6607749c568f5c403b0db2204310a94baff3d85745	apt-closure
gdisk	1.0.10-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdisk/gdisk_1.0.10-1build1_amd64.deb	252838	4d899a8d2baf3296bdc566924330f534bb8d345ffedea194b588864d7c0469ba	apt-closure
genisoimage	9:1.1.11-3.5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cdrkit/genisoimage_1.1.11-3.5_amd64.deb	377720	cfa9f63d8208a3e1b2c228357707f607e2b402334262d6f591abc44a429bb217	apt-closure
gfortran	4:13.2.0-7ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gfortran_13.2.0-7ubuntu1_amd64.deb	1176	55330d590af1fdc77e00659117a5898731bd9368da20f2812ed944685c0996af	apt-closure
ghostscript	10.02.1~dfsg1-0ubuntu7.8	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/ghostscript/ghostscript_10.02.1%7edfsg1-0ubuntu7.8_amd64.deb	43374	22ef06d2fea7fd74f48e80bf701e8a4e3ebfb24c33639c4739cf25db17cdb8e9	apt-closure
git	1:2.43.0-1ubuntu7.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/git/git_2.43.0-1ubuntu7.3_amd64.deb	3679758	099bb129f543adc4c14203334b0fa0a909f8bf038c4d56bc9cc7c774ebf78f87	apt-closure
git-lfs	3.4.1-1ubuntu0.4	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/git-lfs/git-lfs_3.4.1-1ubuntu0.4_amd64.deb	3908174	b51b8f513f01e83d75b16326e187a6451185ce4f9c10976a94dbfcea5face5a9	apt-closure
golang-go	2:1.22~2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/golang-defaults/golang-go_1.22%7e2build1_amd64.deb	43946	36d531b2266dd3fbbbe895c6aa3aaccaae4d787a9f17f2b442f6c48842348ab4	apt-closure
gradle	4.4.1-20	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gradle/gradle_4.4.1-20_all.deb	393708	48ff6c18669416ee4e1f5ab3d7c6f648f311709f0df3853ccc3afd7b2b71d37c	apt-closure
graphviz	2.42.2-9ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/graphviz/graphviz_2.42.2-9ubuntu0.1_amd64.deb	642420	be4e5b1b036babfb1663c095bc645c2fbab79dd57b213fc3b1ab0d48e810dd85	apt-closure
grep	3.11-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/grep/grep_3.11-4build1_amd64.deb	162040	fc0fdc5983ea3d3579ccf335e51dec69684a0dd9bb915734999c5733add9507a	apt-closure
grub-efi-amd64-bin	2.12-1ubuntu7.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/grub2-unsigned/grub-efi-amd64-bin_2.12-1ubuntu7.3_amd64.deb	1637692	92ae3a846e799aea52e980e9761ac638ab79fc800e789928e9a6d713067e108e	apt-closure
grub-pc-bin	2.12-1ubuntu7.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/grub2/grub-pc-bin_2.12-1ubuntu7.3_amd64.deb	1100520	698d80bc51c0c593fbc829758365a0e4bce96819e2c8c754ae77dfe39b0388df	apt-closure
guestfish	1:1.52.0-5ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libguestfs/guestfish_1.52.0-5ubuntu3_amd64.deb	624474	17b2e42a22863ecd631d0d8a4ef1fb49c368f95dcf03486675dcbe5e01558d8a	apt-closure
gzip	1.12-1ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gzip/gzip_1.12-1ubuntu3.2_amd64.deb	99204	4067522fbffe22672e4cf683bfc32e4a304bc872cf76f10049ab36d1a9eedb91	apt-closure
imagemagick	8:6.9.12.98+dfsg1-5.2build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/i/imagemagick/imagemagick_6.9.12.98%2bdfsg1-5.2build2_amd64.deb	14224	8b072461337a6ed7f03feef46c9b68f7668ba7d625332c590785431676864c17	apt-closure
incus-client	1:6.0.6-ubuntu24.04-202603272003	amd64	pkgs.zabbly.com:noble:main:pkgs.zabbly.com	https://pkgs.zabbly.com/incus/lts-6.0/pool/main/i/incus/incus-client_6.0.6-ubuntu24.04-202603272003_amd64.deb	7512820	84fced2de8a9a183afb3cae9ec86b8a86849d5a420b0660e67d89a0f9ed5bc40	apt-closure
initramfs-tools	0.142ubuntu25.8	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/initramfs-tools/initramfs-tools_0.142ubuntu25.8_all.deb	9076	3a75c03e5d409f4e266b3d908e3278a439a221d0576db55eab588cac9388cefe	apt-closure
inkscape	1.2.2-2ubuntu12	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/i/inkscape/inkscape_1.2.2-2ubuntu12_amd64.deb	21487896	5b0d1a2786051f4a47cee789668d61e25dc8baf089c3fa36590a8a0b61ce15e1	apt-closure
iperf3	3.16-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/i/iperf3/iperf3_3.16-1build2_amd64.deb	19014	33659f1b60346439ae6ce808c567563c4a0be8a63a22e08ee12f0392e669d72f	apt-closure
iproute2	6.1.0-1ubuntu6.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iproute2/iproute2_6.1.0-1ubuntu6.4_amd64.deb	1119922	f6c91ec6dba02f8965c88f901205c7db72bc8bf38ef1fdfaaee51030dfa145ea	apt-closure
iptables	1.8.10-3ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iptables/iptables_1.8.10-3ubuntu2_amd64.deb	381328	d341e8ffc42ca035f5aa0fd9a798c8d2b2edb019225dc11f4dac16edf9c57840	apt-closure
isolinux	3:6.04~git20190206.bf6db5b4+dfsg1-3ubuntu3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/syslinux/isolinux_6.04%7egit20190206.bf6db5b4%2bdfsg1-3ubuntu3_all.deb	57782	fb7fd5b063ba76be09a7b4b9eecb7ac4637434892639b8f315db7a696d70a722	apt-closure
jq	1.7.1-3ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/jq/jq_1.7.1-3ubuntu0.24.04.2_amd64.deb	65694	f59183392f84fe67b407b494d8ba6185e9b0e4a106ffcb369490bd20a83fd40e	apt-closure
kpartx	0.9.4-5ubuntu8.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/multipath-tools/kpartx_0.9.4-5ubuntu8.2_amd64.deb	32200	f3d35f80f6938c8c1cc1b2758c74561d91059d6b50bff29b190368e1665a0254	apt-closure
lftp	4.9.2-2ubuntu1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lftp/lftp_4.9.2-2ubuntu1.1_amd64.deb	703650	60140fcd971e86f0be1cea9d206a4cdf9baead70cb65adcc09403c6294290b72	apt-closure
libgdal-dev	3.8.4+dfsg-3ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdal/libgdal-dev_3.8.4%2bdfsg-3ubuntu3_amd64.deb	211264	b5d86c68ddc2c1e83760ef71ee776d8ad33d4199933996976c3b6fdfb847273c	apt-closure
libguestfs-tools	1:1.52.0-5ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libguestfs/libguestfs-tools_1.52.0-5ubuntu3_amd64.deb	32524	3cc859e97598bb99f78e6c9f48b7713e48d178beb2d7a98239a80a48564d0edc	apt-closure
libimage-exiftool-perl	12.76+dfsg-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libi/libimage-exiftool-perl/libimage-exiftool-perl_12.76%2bdfsg-1_all.deb	3900696	4e9c3d6c9804a4ffb19721be60f67ed9b58fb9807cc267f54223f3c05fd3c11f	apt-closure
liblapack-dev	3.12.0-3build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lapack/liblapack-dev_3.12.0-3build1.1_amd64.deb	5196020	4e3305fa5c01d3f78ae1c57e1769667275e63aae4d36cd00602f160602f6fa8a	apt-closure
libopenblas-dev	0.3.26+ds-1ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/o/openblas/libopenblas-dev_0.3.26%2bds-1ubuntu0.1_amd64.deb	19590	3e4f39838e163d35bc7778fb3bec4f4d5ce2ae3e8e081dec49759217282c4770	apt-closure
libopencv-dev	4.6.0+dfsg-13.1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/o/opencv/libopencv-dev_4.6.0%2bdfsg-13.1ubuntu1_amd64.deb	84240	2971134fdef2d3832eccb89e47ab054d5284a9602fc329ab418e0d1f1c6aaf74	apt-closure
libreoffice	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice_24.2.7-0ubuntu0.24.04.6_amd64.deb	14882	be20ee82b22794c912111b0c00b50e5ff19090be0ae110ee0df7a2c4a056094c	apt-closure
libtool	2.4.7-7build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libt/libtool/libtool_2.4.7-7build1_all.deb	166404	9d1d707179675d38e024bb13613b1d99e0d33fa6c45e5f3bcba19340781781d3	apt-closure
libvirt-clients	10.0.0-2ubuntu8.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libv/libvirt/libvirt-clients_10.0.0-2ubuntu8.15_amd64.deb	438296	4079633e4f6546cd3cca81baeb87cd6364dbeb3b7706430450184a4b946b12b1	apt-closure
linux-headers-generic	6.8.0-137.137	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux-meta/linux-headers-generic_6.8.0-137.137_amd64.deb	11344	66970513f18458734db2a5c6198922255bf9e6e19fd6e28f24dab8c1fedb57bf	apt-closure
lld	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/lld_18.0-59%7eexp2_amd64.deb	5494	0ee73e3eee1c9ffbbb6c59ba20c4205b1f5ee00c2f1524f1721be75e7a656975	apt-closure
llvm	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/llvm_18.0-59%7eexp2_amd64.deb	4146	8cb91260b6deb920040b3f4b098de2c0117d057f1a6564e88cee0dc19d5fe0c1	apt-closure
make	4.3-4.1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/make-dfsg/make_4.3-4.1build2_amd64.deb	179752	1fe6a815b56c7b6e9ce4086a363f09444bbd0a0d30e230c453d0b78e44b57a99	apt-closure
maven	3.8.7-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/maven/maven_3.8.7-2_all.deb	18302	47e801bb91c50d00bfed2067dfcb4909e5e913b7cd8c97aafc5eb785348f4e16	apt-closure
mercurial	6.7.2-1ubuntu2.2	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mercurial/mercurial_6.7.2-1ubuntu2.2_amd64.deb	328090	881661a326ce2d30a7b76d2446d607fae5c62f2a351ba7c770a23d25cea3bf1d	apt-closure
meson	1.3.2-1ubuntu1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/meson/meson_1.3.2-1ubuntu1_all.deb	603950	5a9ab497255cc51f97866c359fc5cc75a1be4890ad376e471ca45d76bbea4803	apt-closure
