package	version	architecture	source	package_url	size	sha256	requested_by
libgstreamer-plugins-base1.0-0	1.24.2-1ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gst-plugins-base1.0/libgstreamer-plugins-base1.0-0_1.24.2-1ubuntu0.4_amd64.deb	862084	508f0a23fab878be69390cd3f5d94024541875dc7034b64becb1c72241508afc	apt-closure
libgstreamer1.0-0	1.24.2-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gstreamer1.0/libgstreamer1.0-0_1.24.2-1ubuntu0.1_amd64.deb	1165196	306a6a5cff08630b79b8a68e5f888da7d8e209a452e9b5e24449cca95d8e71f5	apt-closure
libhogweed6t64	3.9.1-2.2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nettle/libhogweed6t64_3.9.1-2.2build1.1_amd64.deb	198548	a9b5f7e9d49ba9060e1c933567046fbc6feab6096799cbf550b7214dc9b0f49b	apt-closure
libibverbs1	50.0-2ubuntu0.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rdma-core/libibverbs1_50.0-2ubuntu0.2_amd64.deb	67960	8489558105ee1d1c65ae6e0f1bac0e9b15f314a68f106ee9a63c89821242bd8e	apt-closure
libicu74	74.2-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/icu/libicu74_74.2-1ubuntu3.1_amd64.deb	10860078	c9a70989678660eed9a1e904c74fa043da8bec8e2036856fc16e31ced79b04f8	apt-closure
libidn2-0	2.3.7-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libi/libidn2/libidn2-0_2.3.7-2build1.1_amd64.deb	66242	46bfd10df095a23b65f58115de47a547c9a2d14627749bd0423ae78c14be77d3	apt-closure
libinih1	55-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libi/libinih/libinih1_55-1ubuntu2_amd64.deb	7062	7afede2f1279e0c22ffec5d682de3a1f72bc3bea337a1bb94fe7006a840d1a9f	apt-closure
libip4tc2	1.8.10-3ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iptables/libip4tc2_1.8.10-3ubuntu2_amd64.deb	23342	eb381f8ff0469534df3f1b146c3eb8baa6e36f8cfcdf2e3e039398322930d0a4	apt-closure
libip6tc2	1.8.10-3ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iptables/libip6tc2_1.8.10-3ubuntu2_amd64.deb	23732	b98b88eb6aa14a902ea1aebc3b12ddd140572545ae1fc6428cb0868c31671d05	apt-closure
libjansson4	2.14-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/jansson/libjansson4_2.14-2build2_amd64.deb	32830	0cf79113f5d193ce9af2be2ff4b2c3b30dd4e55a0b6c47f7d28f6c849ff3aa60	apt-closure
libjpeg-turbo8	2.1.5-2ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libj/libjpeg-turbo/libjpeg-turbo8_2.1.5-2ubuntu2_amd64.deb	149982	f68b5b23bc8a1688fb787d2aed7e2cdf895a73022f6a5025e183162dac4500b2	apt-closure
libjpeg8	8c-2ubuntu11	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libj/libjpeg8-empty/libjpeg8_8c-2ubuntu11_amd64.deb	2148	4d6ed682972bddf62af158a06d68a0dda497e421423b7ca92fb450b3d9ceaac9	apt-closure
libjq1	1.7.1-3ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/jq/libjq1_1.7.1-3ubuntu0.24.04.2_amd64.deb	141902	078fbf38b2e7c3f24cc5dc894d1bb03b617894b887a6e13d5943e13818e724f3	apt-closure
libjson-c5	0.17-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/json-c/libjson-c5_0.17-1build1_amd64.deb	35340	3ac608d78e9e981e14ba7ceb141a46e3dd3ae8d6dbb3a7ecafd2698fe9930584	apt-closure
libjson-glib-1.0-0	1.8.0-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/json-glib/libjson-glib-1.0-0_1.8.0-2build2_amd64.deb	68034	4310fbbd91785adf38d3e0f0d6a94527430c077af8773eb83ec02a1fcbcba089	apt-closure
libjson-glib-1.0-common	1.8.0-2build2	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/j/json-glib/libjson-glib-1.0-common_1.8.0-2build2_all.deb	4244	04cd91689ac4903e260304627c0ae379f9df1c16061eed73e0cf9c91af5569ac	apt-closure
libk5crypto3	1.20.1-6ubuntu2.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/krb5/libk5crypto3_1.20.1-6ubuntu2.7_amd64.deb	81952	8933dbb595dcb9ba9cf513a3a379e6237c6d9f2cf3e4c0444294174b064a073f	apt-closure
libkeyutils1	1.6.3-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/keyutils/libkeyutils1_1.6.3-3build1_amd64.deb	9490	0679f198b0128179e46cdf956fb2022c23c758664c00bc8efa0382d509683a8a	apt-closure
libkmod2	31+20240202-2ubuntu7.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/kmod/libkmod2_31%2b20240202-2ubuntu7.2_amd64.deb	51830	a9cbdc424bc0a5c8af3d6445488a48de76df5ff4d76b7dab8aaf88f712358bbc	apt-closure
libkrb5-3	1.20.1-6ubuntu2.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/krb5/libkrb5-3_1.20.1-6ubuntu2.7_amd64.deb	347542	06462b3c2544c8c1600f86660cab6e7f4aafa0498251ebb5cf0f33e723ba06a6	apt-closure
libkrb5support0	1.20.1-6ubuntu2.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/krb5/libkrb5support0_1.20.1-6ubuntu2.7_amd64.deb	34548	b9670d799c9a81bd608915ba0c0a240d0be400d0e3fb52533d27c1f96dad619e	apt-closure
libksba8	1.6.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libk/libksba/libksba8_1.6.6-1build1_amd64.deb	121958	7b0e1f2c2c5ee7b3ed1c1558c6338c6cdd77d27280020abc3e1f3159cf564106	apt-closure
libldap2	2.6.10+dfsg-0ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/o/openldap/libldap2_2.6.10%2bdfsg-0ubuntu0.24.04.1_amd64.deb	197620	7f3f8e565401256f21d5aa562c9f92dbb63537b73aaea6283e4db5264f1598f4	apt-closure
liblvm2cmd2.03	2.03.16-3ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lvm2/liblvm2cmd2.03_2.03.16-3ubuntu3.2_amd64.deb	796600	d527e11d027f8413b1534556c0e78ce4a5a29583a57b2af37a8c32b84ba4e39b	apt-closure
liblz4-1	1.9.4-1build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lz4/liblz4-1_1.9.4-1build1.1_amd64.deb	63062	319331270d5cc52d5ebffe51c941d7b01b432bc402c2924b557209a64d4ecbad	apt-closure
liblzma5	5.6.1+really5.4.5-1ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xz-utils/liblzma5_5.6.1%2breally5.4.5-1ubuntu0.3_amd64.deb	127352	d2eabd41ca77d2c2dd9d5d4ef478cccb64ffde6279c47cf4699a857d46785a52	apt-closure
liblzo2-2	2.10-2build4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lzo2/liblzo2-2_2.10-2build4_amd64.deb	54148	e0d13be155013138b8db4cfe68212b866080af661c78302c2eab0d2f9d0d454e	apt-closure
libmagic-mgc	1:5.45-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/file/libmagic-mgc_5.45-3build1_amd64.deb	307366	f0ed0e314a63ae1b7e5403d7e43a26c6e0c0ee69e9a305babcf9c6775607377a	apt-closure
libmagic1t64	1:5.45-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/file/libmagic1t64_5.45-3build1_amd64.deb	87240	fc2319f342c437e044ccf854e0c95bd472a7eb0b9363e1f76ad1524ab04df68e	apt-closure
libmd0	1.1.0-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libm/libmd/libmd0_1.1.0-2build1.1_amd64.deb	26976	e5ba01d3c41f256aaf57ec59aa0554857162e3e7f97cdfbff1ed2c0e8d720ee7	apt-closure
libmnl0	1.0.5-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libm/libmnl/libmnl0_1.0.5-2build1_amd64.deb	12272	5170658bf0eaf54a8c7d53061ca6b47a6cf33a83543a75fa521de7046cb7197a	apt-closure
libmount1	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/libmount1_2.39.3-9ubuntu6.5_amd64.deb	133954	7ca31424fbfc96fbf245e6fe232fd2d2ec74169ca1add968e1987bece5bc0d1f	apt-closure
libncursesw6	6.4+20240113-1ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/ncurses/libncursesw6_6.4%2b20240113-1ubuntu2.1_amd64.deb	147818	bc860e63d1f8e653b1d14695ed5e3e8baf88b14c38ba0e6a93c67809a7c116a6	apt-closure
libndctl6	77-2ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/ndctl/libndctl6_77-2ubuntu2_amd64.deb	62750	4eab53588a8fa9e3192635e118c2d91bc069cde46a4a3785c77a0bb1ae001d02	apt-closure
libnet1	1.1.6+dfsg-3.2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnet/libnet1_1.1.6%2bdfsg-3.2build1_amd64.deb	44508	86bbaba89b99841235e0196d21cd2121d6a9b69b122a6b926ae7c0ae8bb3365c	apt-closure
libnetfilter-conntrack3	1.0.9-6build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnetfilter-conntrack/libnetfilter-conntrack3_1.0.9-6build1_amd64.deb	45218	6d32a4c4618eb7d6c0d989591d28637a9acdfa86dfe22e42e9ac9cc25d882a97	apt-closure
libnettle8t64	3.9.1-2.2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nettle/libnettle8t64_3.9.1-2.2build1.1_amd64.deb	181636	6d97fbc1972633083f08f51ccab433606c97bbceb897c631c66495117ca3406f	apt-closure
libnfnetlink0	1.0.2-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnfnetlink/libnfnetlink0_1.0.2-2build1_amd64.deb	14810	f557a287af2ca00df5dbf632c6b77d77479139ffb51c83e3de9766eb609b5d63	apt-closure
libnftables1	1.0.9-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nftables/libnftables1_1.0.9-1ubuntu0.1_amd64.deb	358574	fcaee001747a6adaa0cd9337fef437b3aa7a7a6d5246b62fbd4784d3d6a5009e	apt-closure
libnftnl11	1.2.6-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnftnl/libnftnl11_1.2.6-2build1_amd64.deb	65986	e5bde5c9cbb95082700011f0b7ef2c0a41900b0a9fd7434f6e90448e2a7b4e50	apt-closure
libnghttp2-14	1.59.0-1ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nghttp2/libnghttp2-14_1.59.0-1ubuntu0.4_amd64.deb	74590	73adcbb9df32cd7c9d46b1c7598bbbbcf249be705d62d966694cfc9976a15dfe	apt-closure
libnl-3-200	3.7.0-0.3build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnl3/libnl-3-200_3.7.0-0.3build1.1_amd64.deb	55706	15b3f61db753dc3db6f62f4259f8b822299343e500886776486612a13a2ed247	apt-closure
libnl-genl-3-200	3.7.0-0.3build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnl3/libnl-genl-3-200_3.7.0-0.3build1.1_amd64.deb	12232	9ca0cb63f295d00e6346b9924278c07cfc61311cbd288b805b06e25aa08c9fd8	apt-closure
libnl-route-3-200	3.7.0-0.3build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libn/libnl3/libnl-route-3-200_3.7.0-0.3build1.1_amd64.deb	189094	c9dbd29cb7fdcf1a0587726cbc5432a7d3e81242108dfcfa2dd6716c44c74d4d	apt-closure
libnpth0t64	1.6-3.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/npth/libnpth0t64_1.6-3.1build1_amd64.deb	8378	b380eca1221a9ac855427652452801c5ca9161dd69e12446d300524eba00944e	apt-closure
libnspr4	2:4.35-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nspr/libnspr4_4.35-1.1build1_amd64.deb	117398	e579e72d091f6c7a13f5a756c31065b15aae5b81840d61b069355aa2283c07b4	apt-closure
libnss3	2:3.98-1ubuntu0.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nss/libnss3_3.98-1ubuntu0.2_amd64.deb	1445132	4254f11d782dfb970e78113519a59d440112ed43c4b56f709da0aef81da8651a	apt-closure
libnuma1	2.0.18-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/numactl/libnuma1_2.0.18-1ubuntu0.24.04.1_amd64.deb	23396	f333b8edf6f0b705c19f2a67008194df66f7aab0fa2350dc98510569a033ff29	apt-closure
libonig5	6.9.9-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libo/libonig/libonig5_6.9.9-1build1_amd64.deb	172336	605f42287d2bcb6c84f5a02377c7cd777090c5e857259a4030a571989f19dde2	apt-closure
libopus0	1.4-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/o/opus/libopus0_1.4-1build1_amd64.deb	208122	6d8da32a832e655c9603543b47a0bc90c6f60bdee0c00fe7499bd50acad566cf	apt-closure
liborc-0.4-0t64	1:0.4.38-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/o/orc/liborc-0.4-0t64_0.4.38-1ubuntu0.1_amd64.deb	207380	a546ca6e237748693596ba469e84a2e0581bc39113abc62b718931df00a4c682	apt-closure
libp11-kit0	0.25.3-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/p11-kit/libp11-kit0_0.25.3-4ubuntu2.1_amd64.deb	299534	151a0e70407faef701df3a283bca0b2f2e7aeb2b73e5682101bb5543e8213d98	apt-closure
libpam-modules	1.5.3-5ubuntu5.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pam/libpam-modules_1.5.3-5ubuntu5.6_amd64.deb	286228	55e2ae1cf0b1b114930b074d9c19e61dde65c79d913971791d84b75c0f4d772f	apt-closure
libpam-modules-bin	1.5.3-5ubuntu5.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pam/libpam-modules-bin_1.5.3-5ubuntu5.6_amd64.deb	51852	5dd8abb4aa8f87ae1b492374e089445b3a0520ef83841304bb743aedf7ad21a2	apt-closure
libpam0g	1.5.3-5ubuntu5.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pam/libpam0g_1.5.3-5ubuntu5.6_amd64.deb	67974	d803be0d019a4d76e11c040d589c58acb50cf39496b7af20540ead4ae1d6a4d4	apt-closure
libparted2t64	3.6-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/parted/libparted2t64_3.6-4build1_amd64.deb	151634	24e84d557b5037d1ad984ba1b6e5136c56cc9a96f2af9d916392372d8513f775	apt-closure
libpcre2-8-0	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-8-0_10.42-4ubuntu2.1_amd64.deb	226662	110a797a57673d3ee497a141cf988199258058c57525799c63194d81822529a0	apt-closure
libpcsclite1	2.0.3-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcsc-lite/libpcsclite1_2.0.3-1build1_amd64.deb	21432	703bacc9204a7ecc24486ac8c96d15d0b9e2c91c385388e132ad4fd8f56f035a	apt-closure
libperl5.38t64	5.38.2-3.2ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/perl/libperl5.38t64_5.38.2-3.2ubuntu0.3_amd64.deb	4875624	34a46ac768011622bf432873b5c9f53cfe333449602721bc12caadc0e7d1adce	apt-closure
libpixman-1-0	0.42.2-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pixman/libpixman-1-0_0.42.2-1build1_amd64.deb	279306	d9c2931c4c424615eeab9dd5ae08bfc608b84e803c1d3ccddf319270db213421	apt-closure
libpmem1	1.13.1-1.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pmdk/libpmem1_1.13.1-1.1ubuntu2_amd64.deb	84760	8f1be1cc834a98f0cf5c0950153f7f939a0c2c92095e98cd7bb40c752c545c1b	apt-closure
libpmemobj1	1.13.1-1.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pmdk/libpmemobj1_1.13.1-1.1ubuntu2_amd64.deb	116124	7b69c26f10fd5dde863660563b01ce1a62736684497b06ff4a6f57088f2a283f	apt-closure
libpng16-16t64	1.6.43-5ubuntu0.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpng1.6/libpng16-16t64_1.6.43-5ubuntu0.6_amd64.deb	188776	ac0163f58b8aa52dfdd17cdc10a83f3db084cb91a62686023f5c983d6ff89f8b	apt-closure
libpopt0	1.19+dfsg-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/popt/libpopt0_1.19%2bdfsg-1build1_amd64.deb	28562	b3e7ea5192e57c847b77c527d51f5b8d4bce47988d2ba326a5c3193f6d173ded	apt-closure
libprotobuf-c1	1.4.1-1ubuntu4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/protobuf-c/libprotobuf-c1_1.4.1-1ubuntu4_amd64.deb	20790	577b713651a61e82226e46c9c9e3c23cd16df9ee3c2b27b22b49c5abb2ef8f61	apt-closure
libpsl5t64	0.21.2-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpsl/libpsl5t64_0.21.2-1.1build1_amd64.deb	57072	a6c85d1303ae90b6a3209d73c4f047f82c27cdc963c48adfd95dd7abca64f039	apt-closure
libpython3-stdlib	3.12.3-0ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3-defaults/libpython3-stdlib_3.12.3-0ubuntu2.1_amd64.deb	10080	57ebb378c59d2f9ef479bee0abc933c560878cc10e2c3af8e05d6fdb2ed63da4	apt-closure
libpython3.12-minimal	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12-minimal_3.12.3-1ubuntu0.15_amd64.deb	838706	5d16abf75f5a517c7e68dfbe888ddb40aa95d3b4445b1c223ec5ea23d2b01051	apt-closure
libpython3.12-stdlib	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12-stdlib_3.12.3-1ubuntu0.15_amd64.deb	2070602	47c3b48809d392570e827cb3cdeacdf750af39fc36619c83337e28cbffea791c	apt-closure
librados2	19.2.3-0ubuntu0.24.04.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/ceph/librados2_19.2.3-0ubuntu0.24.04.3_amd64.deb	4041234	5249ce3ad18e3230084fca92ecd548e094d0d1f7541badab40e64b1f00ca9da9	apt-closure
librbd1	19.2.3-0ubuntu0.24.04.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/ceph/librbd1_19.2.3-0ubuntu0.24.04.3_amd64.deb	3412992	ea5ee707c5182c3fca9b15f8f920b3c9e1609738bc560007c128870f41d98ca6	apt-closure
librdmacm1t64	50.0-2ubuntu0.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rdma-core/librdmacm1t64_50.0-2ubuntu0.2_amd64.deb	70698	7b7cc2fa16564bf301751b43d05d16f0846288b080d9a25a92a691d0df33fc68	apt-closure
libreadline8t64	8.2-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/readline/libreadline8t64_8.2-4build1_amd64.deb	152856	563977a16df03b611f5239cc1e9a0426e86479fcc616b5c9e200ea32063119e5	apt-closure
libreiserfscore0t64	1:3.6.27-7.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/reiserfsprogs/libreiserfscore0t64_3.6.27-7.1build1_amd64.deb	76220	6c2dfd68a96f4ea7ab26b548cd1dab1965c7fff491b45064665f7ffccda13108	apt-closure
librtmp1	2.4+20151223.gitfa8646d.1-2build7	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rtmpdump/librtmp1_2.4%2b20151223.gitfa8646d.1-2build7_amd64.deb	56342	967a39dbc14236d1580ede01d80fd78444668572e716734e1ac66c175052594e	apt-closure
libsasl2-2	2.1.28+dfsg1-5ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cyrus-sasl2/libsasl2-2_2.1.28%2bdfsg1-5ubuntu3.1_amd64.deb	53194	eda097f98dcb3a08b9ce157d6191d140e4885c1cba47b683c94b8ca45e88f458	apt-closure
libsasl2-modules-db	2.1.28+dfsg1-5ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cyrus-sasl2/libsasl2-modules-db_2.1.28%2bdfsg1-5ubuntu3.1_amd64.deb	20354	1f13548b1774cd9c70c50b8c3267204a101334a4d2f979338896ba5a4c6f81b8	apt-closure
libseccomp2	2.5.5-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libseccomp/libseccomp2_2.5.5-1ubuntu3.1_amd64.deb	50424	33fc96f1e008d27c042a3db9bcd16f7f4d49e866f7a3141b758a799328dbdc3f	apt-closure
