package	version	architecture	source	package_url	size	sha256	requested_by
libefiboot1t64	38-3.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/efivar/libefiboot1t64_38-3.1build1_amd64.deb	40570	1165b281b19cd37fa44ac19f777006b9b20b26566d7f3d7c6cdb9617a45f18a0	apt-closure
libefivar1t64	38-3.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/efivar/libefivar1t64_38-3.1build1_amd64.deb	57784	e0e9f13e133de21b52fc2231e09102f01ed54f3530c8813a52bc9ce66744bc50	apt-closure
libegl-mesa0	25.2.8-0ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mesa/libegl-mesa0_25.2.8-0ubuntu0.24.04.2_amd64.deb	117222	8ccb85abbc76d53d47d952c975c5630bf305244a2af20e2b262725d1378d73c1	apt-closure
libegl1	1.7.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglvnd/libegl1_1.7.0-1build1_amd64.deb	28670	e549f7776216f7bd3b1c216729fb40a97a562e2eb7c563cde632b4931f9a4e57	apt-closure
libel-api-java	3.0.0-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/el-api/libel-api-java_3.0.0-3_all.deb	64920	6f86b417cae2d51e27171074209842b48a846c0fa1f2d797711e4e54c2d5f791	apt-closure
libelf1t64	0.190-1.1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/elfutils/libelf1t64_0.190-1.1ubuntu0.1_amd64.deb	57810	b4aee123a37472d213647594b4f7d4a0d13615b0ca2a6fd33926b768d6b232c2	apt-closure
libembree4-4	4.3.0+dfsg-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/embree/libembree4-4_4.3.0%2bdfsg-2_amd64.deb	9264586	6f554101147b2c8db7657b2830a75af5ce9af3772f1b5b103183e0a294aefab5	apt-closure
libenchant-2-2	2.3.3-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/enchant-2/libenchant-2-2_2.3.3-2build2_amd64.deb	51354	4faecb5cee57ff00649b3ea4d83c072d9da2670797b7d2854708ff60cef17426	apt-closure
libencode-locale-perl	1.05-3	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libencode-locale-perl/libencode-locale-perl_1.05-3_all.deb	11568	11c7ea66f45a1447cc90b3b12d30f8ae30e0aaa16f6808878ca1be04e1dca763	apt-closure
libeot0	0.01-5build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libeot/libeot0_0.01-5build3_amd64.deb	28108	86c4503d21589e205e2bd8739a6d5e354cda83fcdbefd7e0290438b2a6434567	apt-closure
libepoxy0	1.5.10-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libepoxy/libepoxy0_1.5.10-1build1_amd64.deb	220408	e2e754da4e7fb89021476b093cb5ebe9b1859a688fa37739809e529627d39f1f	apt-closure
libepubgen-0.1-1	0.1.1-1ubuntu6	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libepubgen/libepubgen-0.1-1_0.1.1-1ubuntu6_amd64.deb	121658	4076ec1b49e4122d105d8a0aa825091b580718b27045d8035c4fd46c6485bc38	apt-closure
liberror-perl	0.17029-2	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/liberror-perl/liberror-perl_0.17029-2_all.deb	25632	1907af6bf33dd8684447c09f216c675d2b8559fadd8ddace29fbf83c6fb2a636	apt-closure
liberror-prone-java	2.18.0-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/error-prone-java/liberror-prone-java_2.18.0-1_all.deb	22484	a1dcc5b74e2e760f01f9babeb131b38f40721aab88b8621d619881b5cb43fed9	apt-closure
libetonyek-0.1-1	0.1.10-5build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libetonyek/libetonyek-0.1-1_0.1.10-5build1_amd64.deb	637264	b031b8e48633992ea5d89894de5c2bdcdb3b32018427b9a3dcd59836f0b1a34d	apt-closure
libevdev2	1.13.1+dfsg-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libevdev/libevdev2_1.13.1%2bdfsg-1build1_amd64.deb	37756	a14b1ea7b3220a063458590734920879cec8431b4fc5160eb0f044dfb8d76515	apt-closure
libevent-core-2.1-7t64	2.1.12-stable-9ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libevent/libevent-core-2.1-7t64_2.1.12-stable-9ubuntu2_amd64.deb	91272	3da51e864e4067779a2ba3a87daf5e4d8030c0aaa6291a1ce12483d4f73bf752	apt-closure
libevent-pthreads-2.1-7t64	2.1.12-stable-9ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libevent/libevent-pthreads-2.1-7t64_2.1.12-stable-9ubuntu2_amd64.deb	7982	f9bf6e3681179df772eea7d04b98b597560c428c39b7fca05bfaf64691c327b1	apt-closure
libewf2	20140814-1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libe/libewf/libewf2_20140814-1build3_amd64.deb	572796	42bbf97b7b4d3f0cbe546ab50bdc76646fe58a9fdc5fe2ba8cd5f854f2787dbd	apt-closure
libexif-dev	0.6.24-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libexif/libexif-dev_0.6.24-1ubuntu0.24.04.1_amd64.deb	109926	d068907b75eec127bf1ddc0915f6493d52961196f2d35d8c80c6a79ce72f6f55	apt-closure
libexif12	0.6.24-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libexif/libexif12_0.6.24-1ubuntu0.24.04.1_amd64.deb	88336	fd58a7c7e8841a51e6fc8c90bbf0dc9ec8159929e52f276a2176f14090ccf55a	apt-closure
libexpat1	2.6.1-2ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/expat/libexpat1_2.6.1-2ubuntu0.4_amd64.deb	88214	126a5612e652bdc2edee19ae8fe4308db72b5b3b0a5581bf885b44a093baf3e5	apt-closure
libexpat1-dev	2.6.1-2ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/expat/libexpat1-dev_2.6.1-2ubuntu0.4_amd64.deb	140182	9bbc065621b807311fb6fc9aee4ca2192c91dabbc323093b412a0f25f512d319	apt-closure
libext2fs2t64	1.47.0-2.4~exp1ubuntu4.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/libext2fs2t64_1.47.0-2.4%7eexp1ubuntu4.1_amd64.deb	221728	276686704314749497f1530ff9e62fd0280328be786a28db0cfe2aa31c88119e	apt-closure
libexttextcat-2.0-0	3.4.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libexttextcat/libexttextcat-2.0-0_3.4.7-1build1_amd64.deb	13300	0fcb796934d3dff056a360792534fbc9acc7febcede0dc24a44be96ca5e48c9c	apt-closure
libexttextcat-data	3.4.7-1build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libe/libexttextcat/libexttextcat-data_3.4.7-1build1_all.deb	192594	f38630c6c497f33fc29b9b87dcc5d50460127083f903308fbf152afb5d507bc6	apt-closure
libfabric1	1.17.0-3build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libf/libfabric/libfabric1_1.17.0-3build2_amd64.deb	656666	804fe1206ed62d370bc5f5b1714ddb75264012c4181fb46e493e262d3102f5ca	apt-closure
libfdisk1	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/libfdisk1_2.39.3-9ubuntu6.5_amd64.deb	146354	a67f2ed8b8a0323ab3c1e33a8caf81b9bf8ceb1d3586ec5600f40e1406c48f6a	apt-closure
libfdt1	1.7.0-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/d/device-tree-compiler/libfdt1_1.7.0-2build1_amd64.deb	20128	274d20dfab9d6b216b5de85446a93f6ce5b2cd82c847b8dfdc508577f76eb96a	apt-closure
libfelix-framework-java	4.6.1-2.1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/felix-framework/libfelix-framework-java_4.6.1-2.1_all.deb	551680	5a0d17a5cf91d14d936df3558b0f5d60690bbe63a18b2bb22bbb30cd0dbb9462	apt-closure
libfelix-gogo-runtime-java	0.16.2-1.1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/felix-gogo-runtime/libfelix-gogo-runtime-java_0.16.2-1.1_all.deb	112960	903875d0d707299c38d0802599099a6a40a09e3d557b97a9da9427f9e1e75e64	apt-closure
libfelix-resolver-java	1.16.0-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/felix-resolver/libfelix-resolver-java_1.16.0-1_all.deb	178996	3325ff5cf047f3476d1dd4e49b4ef6d1caefbc4b5d25ca430e62e1b210aa5e09	apt-closure
libffi-dev	3.4.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libffi/libffi-dev_3.4.6-1build1_amd64.deb	62802	7009959b8a3b77206325026917fb45150ac81bf6139468abc0841d5a29c8619d	apt-closure
libffi8	3.4.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libffi/libffi8_3.4.6-1build1_amd64.deb	24718	637e6a7744de08cd331a41f4efd0d24e6ea9064843dea9d1c6ca87bdb5f038a2	apt-closure
libfftw3-double3	3.3.10-1ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fftw3/libfftw3-double3_3.3.10-1ubuntu3_amd64.deb	838254	ff9396076103b305efe741e9acff11d52a040c6d95527c0f2dbd11e82a11bab8	apt-closure
libfftw3-single3	3.3.10-1ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fftw3/libfftw3-single3_3.3.10-1ubuntu3_amd64.deb	867878	07d67e30d98e41e00ce9edcfd885e0ba7f4fe99fcf390f84726a69144b17cf2b	apt-closure
libfido2-1	1.14.0-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libfido2/libfido2-1_1.14.0-1build3_amd64.deb	83526	1dfed970b870e3c949b983f2bcc28e33e1a1207c6cf5a60ee2cb226bb02b1da7	apt-closure
libfile-listing-perl	6.16-1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libfile-listing-perl/libfile-listing-perl_6.16-1_all.deb	11332	d37a2a2f6998b3db159f469f04eff9d44fda75d49ebaeb824d047b235d827bbe	apt-closure
libfindbugs-java	3.1.0~preview2-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/findbugs/libfindbugs-java_3.1.0%7epreview2-3_all.deb	3502476	2e158a1e23bf0a1f34bb58c7b3a63062f5dd1a35e3347f09072e56f964b619a3	apt-closure
libflac12t64	1.4.3+ds-2.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/flac/libflac12t64_1.4.3%2bds-2.1ubuntu2_amd64.deb	197320	f2396692573407b2fbc92cd83148342d4aec717d42d5e24ac64c471204a0b7a9	apt-closure
libflite1	2.2-6build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/flite/libflite1_2.2-6build3_amd64.deb	13601102	367f1d0da5cd38759a0515eafc27aa133b2d7bf99308cac34831df0212e96b75	apt-closure
libfontbox2-java	2.0.29-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libp/libpdfbox2-java/libfontbox2-java_2.0.29-1_all.deb	1506644	62e9c678375564a2c27106754f5e84befd9b782c25b62d84bd8ac18cf2f3e22e	apt-closure
libfontconfig-dev	2.15.0-1.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fontconfig/libfontconfig-dev_2.15.0-1.1ubuntu2_amd64.deb	161130	7948f3037b39d8bc751dc6104ff490c2d2f1b145d2969227ba591ceb917f9f05	apt-closure
libfontconfig1	2.15.0-1.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fontconfig/libfontconfig1_2.15.0-1.1ubuntu2_amd64.deb	138572	a2bc05cfef021fdb84285036f98eda5ebec3c4b7a378f5aa2bdba5c4d3d8d586	apt-closure
libfontenc1	1:1.1.8-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libfontenc/libfontenc1_1.1.8-1build1_amd64.deb	13996	0c5d57211cac9659e7f4c856f5e1922c4a522fe8bcf5776e9707b2811f965702	apt-closure
libfop-java	1:2.8-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/fop/libfop-java_2.8-3_all.deb	10278090	c40c4df2ff9df7c14103a25b65ac2f1c1f343bd16033892d6cf40fcca39738de	apt-closure
libfreehand-0.1-1	0.1.2-3build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libf/libfreehand/libfreehand-0.1-1_0.1.2-3build3_amd64.deb	268938	03f2baa00a1566d5a18a5a5591ca100b55a0661aef32546616a68a24332faf65	apt-closure
libfreetype-dev	2.13.2+dfsg-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/freetype/libfreetype-dev_2.13.2%2bdfsg-1ubuntu0.1_amd64.deb	574694	85e0199f3e9670b77c219e2adcec572138a6840fd71b7bb3bf03f1b32c7057ea	apt-closure
libfreetype6	2.13.2+dfsg-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/freetype/libfreetype6_2.13.2%2bdfsg-1ubuntu0.1_amd64.deb	402072	f6937fd8a77e83001dcfd3857d5a5cfbd4caaeb297c7fdb71ec50514843e48af	apt-closure
libfreexl-dev	2.0.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/freexl/libfreexl-dev_2.0.0-1build2_amd64.deb	43750	1e19bf267f6a1c3f81a6995ea104e6e64417b96990cea3d6e1c63af9877eb0ed	apt-closure
libfreexl1	2.0.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/freexl/libfreexl1_2.0.0-1build2_amd64.deb	41708	11a7d74c54fbef3dc2b8a87f36850f678958e4496f820ac0e56e57aff7d38a84	apt-closure
libfribidi0	1.0.13-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fribidi/libfribidi0_1.0.13-3build1_amd64.deb	26150	6cd50259d39ce0dfafee2632c6268538e6a02590e77161a133e9683af346dd1d	apt-closure
libfuse2t64	2.9.9-8.1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/fuse/libfuse2t64_2.9.9-8.1build1_amd64.deb	89868	42919b326576c6c5cde85f4748092351c13b1b365c8793adb926b9c11cd5b22d	apt-closure
libfuse3-3	3.14.0-5build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/fuse3/libfuse3-3_3.14.0-5build1_amd64.deb	83124	3042159c6d7d4dcb3df9d49cd21e49ecb57f4ba8c4153a72102f512a4fc534a2	apt-closure
libfyba-dev	4.1.1-11build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/fyba/libfyba-dev_4.1.1-11build1_amd64.deb	177678	7dc0f4d75f0d82f4d268ae68b6410dfabede2fafeb503c02a640c1b37bc3e9c3	apt-closure
libfyba0t64	4.1.1-11build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/fyba/libfyba0t64_4.1.1-11build1_amd64.deb	119016	82bfd63bf3fc5849f1dc10ea3cc8b03bc677dd8201eaa76c1c8f4163009a67ec	apt-closure
libgbm1	25.2.8-0ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mesa/libgbm1_25.2.8-0ubuntu0.24.04.2_amd64.deb	34172	1c0b8daf0130d68de428334ce6d1e11bd11f7369bf9099bbc65ac88117336dc3	apt-closure
libgc1	1:8.2.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgc/libgc1_8.2.6-1build1_amd64.deb	90274	67d4d83f1c7f3bc240d44f4d9133e08d0da3e5069e50e6dd15ea998af7bccd06	apt-closure
libgcc-13-dev	13.3.0-6ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-13/libgcc-13-dev_13.3.0-6ubuntu2%7e24.04.1_amd64.deb	2680642	cd689db2691edaa10f37329307292796bb599e722e0505c79e14caaa1fe9a93a	apt-closure
libgcc-13-dev-arm64-cross	13.3.0-6ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-13-cross/libgcc-13-dev-arm64-cross_13.3.0-6ubuntu2%7e24.04.1cross1_all.deb	2616044	eda9d79e18170fd46ee0ed62aa391f52bfe8c1a336d53162f2e1c0a675af548f	apt-closure
libgcc-13-dev-armhf-cross	13.3.0-6ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-13-cross/libgcc-13-dev-armhf-cross_13.3.0-6ubuntu2%7e24.04.1cross1_all.deb	899314	930c595a54ba1f1096463a9f8ab4757b5d1f12f267a99521aa4505ca302e7988	apt-closure
libgcc-13-dev-riscv64-cross	13.3.0-6ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-13-cross/libgcc-13-dev-riscv64-cross_13.3.0-6ubuntu2%7e24.04.1cross1_all.deb	1711792	fb0fe93ed67202f6c39704203399dd3a4e90fa72254eb0f2328dba1c13277a19	apt-closure
libgcc-s1	14.2.0-4ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14/libgcc-s1_14.2.0-4ubuntu2%7e24.04.1_amd64.deb	78392	aa7fadbe33b78bcf99885318040601c550c208929565b179891d9a3cc2aa68cd	apt-closure
libgcc-s1-arm64-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgcc-s1-arm64-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	61860	be13b35e1c56c4158817e668f442a363db6f4e13b2ffed1ef6cf91df9961e35d	apt-closure
libgcc-s1-armhf-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgcc-s1-armhf-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	41594	1fdbacca10af62652762869a21f07b545d5211257b5b78f245aceefd611e3ce7	apt-closure
libgcc-s1-riscv64-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgcc-s1-riscv64-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	62966	288fd6ebaf9fe898bde7f624767b870ea705af3e95f9e6b7548162d3502dd7f4	apt-closure
libgcrypt20	1.10.3-2ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgcrypt20/libgcrypt20_1.10.3-2ubuntu0.1_amd64.deb	532392	69569eb6b4ab1de6dad556d06cabb236b9a8b07145edf18197256a0dedfaabc9	apt-closure
libgd3	2.3.3-9ubuntu5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgd2/libgd3_2.3.3-9ubuntu5_amd64.deb	127506	dbef5ad99eec399fd6afeb6d0cc92d81a8b3295a7ac80ac71311ea09c49704ae	apt-closure
libgdal-dev	3.8.4+dfsg-3ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdal/libgdal-dev_3.8.4%2bdfsg-3ubuntu3_amd64.deb	211264	b5d86c68ddc2c1e83760ef71ee776d8ad33d4199933996976c3b6fdfb847273c	apt-closure
libgdal34t64	3.8.4+dfsg-3ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdal/libgdal34t64_3.8.4%2bdfsg-3ubuntu3_amd64.deb	8346038	febc53aa73c8f0e9234ecbefb0f2bd93d7fa34aee8c7dde65fbc2405ac1a90de	apt-closure
libgdbm-compat4t64	1.23-5.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdbm/libgdbm-compat4t64_1.23-5.1build1_amd64.deb	6710	fb8564afd7b7d74d55207070ba50339478e22d29a39ec740dc482f069ac7ee65	apt-closure
libgdbm6t64	1.23-5.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdbm/libgdbm6t64_1.23-5.1build1_amd64.deb	34440	18d6d74a5c038b458d95ba0c0909e0f086cd50bb9a0fee32697902724fc5645e	apt-closure
libgdcm-dev	3.0.22-2.1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdcm/libgdcm-dev_3.0.22-2.1ubuntu1_amd64.deb	268342	4896987514c517bc2b38d411bbaad9fcf06a47ca33e1e8ef5f5fd496ac5e4083	apt-closure
libgdcm3.0t64	3.0.22-2.1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gdcm/libgdcm3.0t64_3.0.22-2.1ubuntu1_amd64.deb	2159552	eeece84e5a5e9117991bffcd45acba349729b5a15b762fa27c566f5e65be8882	apt-closure
libgdk-pixbuf-2.0-0	2.42.10+dfsg-3ubuntu3.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdk-pixbuf/libgdk-pixbuf-2.0-0_2.42.10%2bdfsg-3ubuntu3.3_amd64.deb	147442	de84e0d777d9c9e39148d8491338e6b8c62bc2d066867266b1643a7a725a86ba	apt-closure
libgdk-pixbuf2.0-common	2.42.10+dfsg-3ubuntu3.3	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gdk-pixbuf/libgdk-pixbuf2.0-common_2.42.10%2bdfsg-3ubuntu3.3_all.deb	8302	57f24caf1fe608d009933591bdbbf70851a4dbee8b75e9c097f68f57a9a72e07	apt-closure
libgeos-c1t64	3.12.1-3build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/geos/libgeos-c1t64_3.12.1-3build1_amd64.deb	94532	a44761e42d8434c6140759629739148f2d6dd34de74af809404fd9becbba3b1d	apt-closure
libgeos-dev	3.12.1-3build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/geos/libgeos-dev_3.12.1-3build1_amd64.deb	54396	5eba8b439421c5b331e5239e2ddc74a4919a049d628146fd1000d4040edc40e9	apt-closure
